time,open,high,low,close,Resistance Zone - 1 - High,Resistance Zone - 1 - Low,Support Zone - 1 - High,Support Zone - 1 - Low,Supply Demand - 1 - High,Supply Demand - 1 - Low,Resistance Zone - 2 - High,Resistance Zone - 2 - Low,Support Zone - 2 - High,Support Zone - 2 - Low,Supply Demand - 2 - High,Supply Demand - 2 - Low,Resistance Zone - 3 - High,Resistance Zone - 3 - Low,Support Zone - 3 - High,Support Zone - 3 - Low,Supply Demand - 3 - High,Supply Demand - 3 - Low,Resistance Zone - 4 - High,Resistance Zone - 4 - Low,Support Zone - 4 - High,Support Zone - 4 - Low,Supply Demand - 4 - High,Supply Demand - 4 - Low,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot
2018-05-07,31150,31310,31150,31258,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-08,31228,31252,31078,31210,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-09,31250,31375,31163,31309,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-10,31353,31487,31241,31365,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-11,31380,31570,31363,31518,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-14,31450,31579,31384,31504,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-15,31450,31516,31161,31175,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-16,31160,31160,30925,30997,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-17,30976,30995,30851,30978,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-18,30944,31110,30944,31091,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-21,31040,31127,30912,31112,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-22,31100,31160,30990,31108,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-23,31125,31389,31095,31183,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-24,31258,31510,31238,31474,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-25,31370,31428,31165,31189,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-28,31150,31150,30888,30963,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-29,31050,31325,31025,31188,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-30,31150,31150,30926,31035,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-05-31,31308,31406,31188,31246,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-01,31200,31200,30875,30909,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-04,30900,31012,30825,30904,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-05,30905,31084,30871,31046,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-06,30981,31024,30840,30861,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-07,30950,31216,30943,31193,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-08,31153,31334,31060,31215,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-11,31186,31260,31075,31216,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-12,31173,31208,31075,31156,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-13,31141,31187,31107,31143,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-14,31192,31418,31192,31377,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-15,31393,31424,30958,31010,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-18,30975,31026,30929,30974,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-19,31035,31098,30875,30891,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-20,30870,30885,30757,30781,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-21,30750,30750,30515,30616,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-22,30567,30656,30551,30610,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-25,30655,30738,30621,30657,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-26,30628,30641,30452,30554,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-27,30530,30720,30516,30695,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-28,30669,30689,30475,30508,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-06-29,30460,30505,30356,30432,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-02,30399,30518,30270,30289,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-03,30321,30573,30244,30493,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-04,30561,30650,30531,30614,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-05,30617,30718,30545,30650,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-06,30737,30737,30546,30560,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-09,30611,30778,30600,30617,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-10,30650,30655,30404,30528,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-11,30479,30515,30291,30310,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-12,30240,30290,30137,30147,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-13,30146,30183,30014,30105,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-16,30177,30225,30060,30080,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-17,30019,30087,29701,29729,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-18,29751,29780,29638,29766,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-19,29800,29945,29658,29885,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-20,29800,29960,29733,29920,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-23,29921,29984,29825,29872,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-24,29845,29932,29731,29863,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-25,29811,29988,29791,29915,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-26,29841,29904,29771,29788,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-27,29750,29825,29652,29780,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-30,29705,29792,29687,29745,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-07-31,29850,29939,29713,29878,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-01,29835,29894,29652,29678,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-02,29707,29778,29601,29613,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-03,29600,29760,29528,29671,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-06,29690,29697,29610,29629,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-07,29668,29734,29585,29597,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-08,29626,29694,29546,29610,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-09,29640,29734,29585,29668,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-10,29696,29815,29602,29783,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-13,29826,29893,29705,29725,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-14,29700,29817,29640,29735,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-16,29600,29600,29283,29330,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-17,29330,29451,29268,29349,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-20,29465,29525,29423,29497,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-21,29548,29627,29501,29605,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-22,29700,29795,29636,29678,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-23,29628,29680,29540,29608,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-24,29600,29967,29570,29903,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-27,29910,30081,29883,30002,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-28,30055,30210,30001,30024,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-29,30004,30200,30003,30188,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-30,30151,30316,30110,30170,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-08-31,30294,30359,30110,30129,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-03,30100,30347,30070,30327,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-04,30265,30298,30137,30178,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-05,30219,30437,30219,30315,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-06,30400,30700,30400,30547,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-07,30544,30544,30385,30494,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-10,30569,30729,30495,30715,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-11,30630,30738,30535,30717,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-12,30721,30765,30410,30651,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-13,30604,30679,30424,30450,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-14,30533,30637,30370,30436,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-17,30558,30800,30558,30776,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-18,30707,30928,30644,30793,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-19,30716,30928,30613,30627,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-20,30600,30670,30562,30599,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-21,30700,30904,30485,30582,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-24,30613,30892,30595,30842,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-25,30797,30847,30730,30819,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-26,30800,30810,30567,30593,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-27,30635,30665,30300,30324,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-09-28,30328,30520,30220,30481,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2018-10-01,30751,30980,30683,30957,NaN,NaN,NaN,NaN,NaN,NaN,30464,30170,28254,28102,30464,30170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
